"year","sector","grupo","value"
2000,"Rocas de aplicacion","Dolomita",209.941734
2000,"Rocas de aplicacion","Granito",3501.100976
2000,"Rocas de aplicacion","Granulos,tasquiles y polvo de mármol y arenisca",175.137823
2000,"Rocas de aplicacion","Lanas de escoria de rocas y lanas de minerales",636.161042
2000,"Rocas de aplicacion","Las demás piedras de talla o de construcción (incluye bolas de piedra para molinos y las demás manufacturas de las demás piedras)",302.6494
2000,"Rocas de aplicacion","Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular",111.847745
2000,"Rocas de aplicacion","Mármoles",1782.363643
2000,"Rocas de aplicacion","Mármoles y travertinos",583.146265
2000,"Rocas de aplicacion","Piedra pómez",38.953497
2000,"Rocas de aplicacion","Piedras talladas o aserradas",93.976996
2000,"Rocas de aplicacion","Pizarra",522.923568
2000,"Rocas de aplicacion","Triturados pétreos",45.34753
2001,"Combustibles","Hullas",6053.870639
2001,"Metaliferos","Aluminio",6360.6021
2001,"Metaliferos","Aluminio y bauxita",1297.125153
2001,"Metaliferos","Antimonio",138.361866
2001,"Metaliferos","Arenas de escorias de siderurgia",207.382814
2001,"Metaliferos","Berilio",8.770021
2001,"Metaliferos","Bismuto",218.218845
2001,"Metaliferos","Cadmio",12.860259
2001,"Metaliferos","Cenizas y residuos",1637.706081
2001,"Metaliferos","Cinc",6726.25064
2001,"Metaliferos","Circonio",426.111302
2001,"Metaliferos","Cobalto",1256.223907
2001,"Metaliferos","Cobre",24483.483372
2001,"Metaliferos","Cromo",487.924595
2001,"Metaliferos","Demás desperdicios metalicos",258.553483
2001,"Metaliferos","Estaño",1606.522809
2001,"Metaliferos","Ferroaleaciones",7690.249021
2001,"Metaliferos","Hierro",12604.650899
2001,"Metaliferos","Magnesio",825.37016
2001,"Metaliferos","Manganeso",1031.154457
2001,"Metaliferos","Min.y Conc, de metales preciosos",1085.19701
2001,"Metaliferos","Molibdeno",711.745908
2001,"Metaliferos","Níquel",7549.140155
2001,"Metaliferos","Oro",28342.317388
2001,"Metaliferos","Plata",3741.060532
2001,"Metaliferos","Plomo",2234.639394
2001,"Metaliferos","Talio",245.012376
2001,"Metaliferos","Tantalio",738.510786
2001,"Metaliferos","Titanio",1377.83694
2001,"Metaliferos","Torio",11.793272
2001,"Metaliferos","Uranio",251.392882
2001,"Metaliferos","Vanadio",428.805336
2001,"Metaliferos","Volframio",265.317986
2001,"No metaliferos","Abrasivos naturales",0.30991
2001,"No metaliferos","Amianto (asbesto, incluye crocidolita)",311.190063
2001,"No metaliferos","Arcillas",556.170202
2001,"No metaliferos","Arenas",931.015016
2001,"No metaliferos","Asfaltita",549.111045
2001,"No metaliferos","Azufre",716.959729
2001,"No metaliferos","Baritina",216.636685
2001,"No metaliferos","Bentonita",320.208248
2001,"No metaliferos","Boratos",839.65213
2001,"No metaliferos","Caolín",1583.240436
2001,"No metaliferos","Creta",114.13279
2001,"No metaliferos","Cuarzo",74.107985
2001,"No metaliferos","Diatomitas",123.674439
2001,"No metaliferos","Feldespato",249.702059
2001,"No metaliferos","Fluorita",365.605739
2001,"No metaliferos","Fosfatos",1542.459793
2001,"No metaliferos","Grafito",162.624299
2001,"No metaliferos","Litio",324.42923
2001,"No metaliferos","Magnesio",949.393874
2001,"No metaliferos","Materias minerales activadas (diatomita, arcillas, bauxita, etc.)",316.007839
2001,"No metaliferos","Mica",79.650986
2001,"No metaliferos","Mullita",46.609178
2001,"No metaliferos","Oxidos de hierro",596.534523
2001,"No metaliferos","Potasio",4044.938063
2001,"No metaliferos","Sal",1218.686391
2001,"No metaliferos","Sulfatos",485.745539
2001,"No metaliferos","Sulfatos de magnesio",54.984265
2001,"No metaliferos","Talco",368.339318
2001,"No metaliferos","Tierras Colorantes",10.793844
2001,"No metaliferos","Turba",540.785642
2001,"No metaliferos","Vermiculita y perlita",117.251718
2001,"No metaliferos","Witherita",4.619454
2001,"No metaliferos","Yesos",564.047235
2001,"Piedras preciosas y/o semipreciosas","Piedras preciosas o semipreciosas",939.481507
2001,"Rocas de aplicacion","Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)",411.45245
2001,"Rocas de aplicacion","Arcillas Dilatadas",120.812702
2001,"Rocas de aplicacion","Arenisca",26.769458
2001,"Rocas de aplicacion","Cales",286.05029
2001,"Rocas de aplicacion","Caliza",467.718806
2001,"Rocas de aplicacion","Cantos rodados y Triturados pétreos",652.833919
2001,"Rocas de aplicacion","Cementos",5386.887616
2001,"Rocas de aplicacion","Cuarcita",36.496896
2001,"Rocas de aplicacion","Demas minerales n.c.p (incluye arenas de circonio, espomudeno y tierras colorantes)",668.540128
2001,"Rocas de aplicacion","Demás piedras de talla o constucción",155.558222
2001,"Rocas de aplicacion","Dolomita",217.266132
2001,"Rocas de aplicacion","Granito",3407.547332
2001,"Rocas de aplicacion","Granulos,tasquiles y polvo de mármol y arenisca",178.25009
2001,"Rocas de aplicacion","Lanas de escoria de rocas y lanas de minerales",642.330509
2001,"Rocas de aplicacion","Las demás piedras de talla o de construcción (incluye bolas de piedra para molinos y las demás manufacturas de las demás piedras)",309.11841
2001,"Rocas de aplicacion","Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular",117.877884
2001,"Rocas de aplicacion","Mármoles",1743.172328
2001,"Rocas de aplicacion","Mármoles y travertinos",658.824562
2001,"Rocas de aplicacion","Piedra pómez",34.869818
2001,"Rocas de aplicacion","Piedras talladas o aserradas",92.347066
2001,"Rocas de aplicacion","Pizarra",506.587423
2001,"Rocas de aplicacion","Triturados pétreos",45.618586
2002,"Combustibles","Hullas",5498.011328
2002,"Metaliferos","Aluminio",6057.545052
2002,"Metaliferos","Aluminio y bauxita",1202.041982
2002,"Metaliferos","Antimonio",189.998687
2002,"Metaliferos","Arenas de escorias de siderurgia",189.600403
2002,"Metaliferos","Berilio",3.978214
2002,"Metaliferos","Bismuto",175.526595
2002,"Metaliferos","Cadmio",13.797197
2002,"Metaliferos","Cenizas y residuos",1438.163658
2002,"Metaliferos","Cinc",6265.934124
2002,"Metaliferos","Circonio",433.444332
2002,"Metaliferos","Cobalto",896.760838
2002,"Metaliferos","Cobre",23739.469949
2002,"Metaliferos","Cromo",416.151922
2002,"Metaliferos","Demás desperdicios metalicos",295.105624
2002,"Metaliferos","Estaño",1370.065269
2002,"Metaliferos","Ferroaleaciones",8238.870229
2002,"Metaliferos","Hierro",12913.61593
2002,"Metaliferos","Magnesio",893.77336
2002,"Metaliferos","Manganeso",1009.298893
2002,"Metaliferos","Min.y Conc, de metales preciosos",1204.428364
2002,"Metaliferos","Molibdeno",996.913091
2002,"Metaliferos","Níquel",8320.20352
2002,"Metaliferos","Oro",29579.370671
2002,"Metaliferos","Plata",4059.301647
2002,"Metaliferos","Plomo",2275.649918
2002,"Metaliferos","Talio",152.223219
2002,"Metaliferos","Tantalio",490.390215
2002,"Metaliferos","Titanio",1351.717573
2002,"Metaliferos","Torio",1.129232
2002,"Metaliferos","Uranio",249.720121
2002,"Metaliferos","Vanadio",267.043909
2002,"Metaliferos","Volframio",184.448767
2002,"No metaliferos","Abrasivos naturales",0.017775
2002,"No metaliferos","Amianto (asbesto, incluye crocidolita)",289.804398
2002,"No metaliferos","Arcillas",554.796849
2002,"No metaliferos","Arenas",931.298532
2002,"No metaliferos","Asfaltita",629.825842
2002,"No metaliferos","Azufre",844.402576
2002,"No metaliferos","Baritina",209.402978
2002,"No metaliferos","Bentonita",339.079867
2002,"No metaliferos","Boratos",847.49293
2002,"No metaliferos","Caolín",1563.237038
2002,"No metaliferos","Creta",108.322289
2002,"No metaliferos","Cuarzo",66.889891
2002,"No metaliferos","Diatomitas",122.193866
2002,"No metaliferos","Feldespato",272.175881
2002,"No metaliferos","Fluorita",316.708303
2002,"No metaliferos","Fosfatos",1587.544313
2002,"No metaliferos","Grafito",192.008218
2002,"No metaliferos","Litio",309.588109
2002,"No metaliferos","Magnesio",975.641026
2002,"No metaliferos","Materias minerales activadas (diatomita, arcillas, bauxita, etc.)",331.610495
2002,"No metaliferos","Mica",78.459712
2002,"No metaliferos","Mullita",51.09659
2002,"No metaliferos","Oxidos de hierro",631.134203
2002,"No metaliferos","Potasio",4279.028077
2002,"No metaliferos","Sal",1308.584293
2002,"No metaliferos","Sulfatos",545.029233
2002,"No metaliferos","Sulfatos de magnesio",61.732444
2002,"No metaliferos","Talco",407.603399
2002,"No metaliferos","Tierras Colorantes",12.494629
2002,"No metaliferos","Turba",622.927819
2002,"No metaliferos","Vermiculita y perlita",140.017865
2002,"No metaliferos","Witherita",3.41443
2002,"No metaliferos","Yesos",637.935149
2002,"Piedras preciosas y/o semipreciosas","Piedras preciosas o semipreciosas",960.713446
2002,"Rocas de aplicacion","Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)",429.403348
2002,"Rocas de aplicacion","Arcillas Dilatadas",147.981551
2002,"Rocas de aplicacion","Arenisca",36.054945
2002,"Rocas de aplicacion","Cales",302.724345
2002,"Rocas de aplicacion","Caliza",502.598089
2002,"Rocas de aplicacion","Cantos rodados y Triturados pétreos",803.864651
2002,"Rocas de aplicacion","Cementos",5737.260852
2002,"Rocas de aplicacion","Cuarcita",35.925761
2002,"Rocas de aplicacion","Demas minerales n.c.p (incluye arenas de circonio, espomudeno y tierras colorantes)",695.66745
2002,"Rocas de aplicacion","Demás piedras de talla o constucción",170.529049
2002,"Rocas de aplicacion","Dolomita",236.959842
2002,"Rocas de aplicacion","Granito",3883.061326
2002,"Rocas de aplicacion","Granulos,tasquiles y polvo de mármol y arenisca",207.981205
2002,"Rocas de aplicacion","Lanas de escoria de rocas y lanas de minerales",698.700387
2002,"Rocas de aplicacion","Las demás piedras de talla o de construcción (incluye bolas de piedra para molinos y las demás manufacturas de las demás piedras)",345.666979
2002,"Rocas de aplicacion","Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular",116.98434
2002,"Rocas de aplicacion","Mármoles",1807.128783
2002,"Rocas de aplicacion","Mármoles y travertinos",744.252671
2002,"Rocas de aplicacion","Piedra pómez",50.312172
2002,"Rocas de aplicacion","Piedras talladas o aserradas",93.872032
2002,"Rocas de aplicacion","Pizarra",539.780261
2002,"Rocas de aplicacion","Triturados pétreos",43.461988
2003,"Combustibles","Hullas",6451.3303
2003,"Metaliferos","Aluminio",6834.083238
2003,"Metaliferos","Aluminio y bauxita",1250.078396
2003,"Metaliferos","Antimonio",212.005527
2003,"Metaliferos","Arenas de escorias de siderurgia",224.179473
2003,"Metaliferos","Berilio",2.597802
2003,"Metaliferos","Bismuto",177.969401
2003,"Metaliferos","Cadmio",25.095048
2003,"Metaliferos","Cenizas y residuos",1910.201766
2003,"Metaliferos","Cinc",6970.397666
2003,"Metaliferos","Circonio",461.65443
2003,"Metaliferos","Cobalto",1196.685969
2003,"Metaliferos","Cobre",27668.035696
2003,"Metaliferos","Cromo",528.705184
2003,"Metaliferos","Demás desperdicios metalicos",327.646012
2003,"Metaliferos","Estaño",1503.906058
2003,"Metaliferos","Ferroaleaciones",10736.795369
2003,"Metaliferos","Hierro",15621.072329
2003,"Metaliferos","Magnesio",1011.517527
2003,"Metaliferos","Manganeso",1182.164053
2003,"Metaliferos","Min.y Conc, de metales preciosos",1159.407802
2003,"Metaliferos","Molibdeno",1512.377365
2003,"Metaliferos","Níquel",10908.817327
2003,"Metaliferos","Oro",35436.946569
2003,"Metaliferos","Plata",3966.453512
2003,"Metaliferos","Plomo",2462.572845
2003,"Metaliferos","Talio",231.576971
2003,"Metaliferos","Tantalio",559.513675
2003,"Metaliferos","Titanio",1529.68334
2003,"Metaliferos","Torio",20.623034
2003,"Metaliferos","Uranio",170.654609
2003,"Metaliferos","Vanadio",230.41024
2003,"Metaliferos","Volframio",222.452367
2003,"No metaliferos","Abrasivos naturales",0.001115
2003,"No metaliferos","Amianto (asbesto, incluye crocidolita)",293.1581
2003,"No metaliferos","Arcillas",593.692558
2003,"No metaliferos","Arenas",1049.365855
2003,"No metaliferos","Asfaltita",506.955279
2003,"No metaliferos","Azufre",1408.135167
2003,"No metaliferos","Baritina",217.005712
2003,"No metaliferos","Bentonita",410.341886
2003,"No metaliferos","Boratos",892.430528
2003,"No metaliferos","Caolín",1776.676235
2003,"No metaliferos","Creta",133.839402
2003,"No metaliferos","Cuarzo",76.200482
2003,"No metaliferos","Diatomitas",137.266186
2003,"No metaliferos","Feldespato",308.800742
2003,"No metaliferos","Fluorita",368.254922
2003,"No metaliferos","Fosfatos",1521.296909
2003,"No metaliferos","Grafito",167.573155
2003,"No metaliferos","Litio",326.893132
2003,"No metaliferos","Magnesio",1036.692704
2003,"No metaliferos","Materias minerales activadas (diatomita, arcillas, bauxita, etc.)",370.316324
2003,"No metaliferos","Mica",95.616607
2003,"No metaliferos","Mullita",60.607897
2003,"No metaliferos","Oxidos de hierro",672.087524
2003,"No metaliferos","Potasio",4691.263172
2003,"No metaliferos","Sal",1517.527296
2003,"No metaliferos","Sulfatos",610.240921
2003,"No metaliferos","Sulfatos de magnesio",76.843666
2003,"No metaliferos","Talco",492.653661
2003,"No metaliferos","Tierras Colorantes",10.872662
2003,"No metaliferos","Turba",726.712895
2003,"No metaliferos","Vermiculita y perlita",147.89027
2003,"No metaliferos","Witherita",4.133601
2003,"No metaliferos","Yesos",740.777278
2003,"Piedras preciosas y/o semipreciosas","Piedras preciosas o semipreciosas",1022.207831
2003,"Rocas de aplicacion","Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)",538.947086
2003,"Rocas de aplicacion","Arcillas Dilatadas",167.773118
2003,"Rocas de aplicacion","Arenisca",50.293069
2003,"Rocas de aplicacion","Cales",426.943243
2003,"Rocas de aplicacion","Caliza",562.874912
2003,"Rocas de aplicacion","Cantos rodados y Triturados pétreos",946.987545
2003,"Rocas de aplicacion","Cementos",6492.551544
2003,"Rocas de aplicacion","Cuarcita",48.599965
2003,"Rocas de aplicacion","Demas minerales n.c.p (incluye arenas de circonio, espomudeno y tierras colorantes)",771.047551
2003,"Rocas de aplicacion","Demás piedras de talla o constucción",178.263127
2003,"Rocas de aplicacion","Dolomita",261.514636
2003,"Rocas de aplicacion","Granito",4292.433983
2003,"Rocas de aplicacion","Granulos,tasquiles y polvo de mármol y arenisca",218.401791
2003,"Rocas de aplicacion","Lanas de escoria de rocas y lanas de minerales",852.108189
2003,"Rocas de aplicacion","Las demás piedras de talla o de construcción (incluye bolas de piedra para molinos y las demás manufacturas de las demás piedras)",400.34369
2003,"Rocas de aplicacion","Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular",105.976156
2003,"Rocas de aplicacion","Mármoles",2158.465896
2003,"Rocas de aplicacion","Mármoles y travertinos",938.580604
2003,"Rocas de aplicacion","Piedra pómez",62.255778
2003,"Rocas de aplicacion","Piedras talladas o aserradas",107.564457
2003,"Rocas de aplicacion","Pizarra",634.198816
2003,"Rocas de aplicacion","Triturados pétreos",59.855564
2004,"Combustibles","Hullas",9642.37997
2004,"Metaliferos","Aluminio",8632.929663
2004,"Metaliferos","Aluminio y bauxita",1660.525863
2004,"Metaliferos","Antimonio",301.084253
2004,"Metaliferos","Arenas de escorias de siderurgia",321.022456
2004,"Metaliferos","Berilio",6.506492
2004,"Metaliferos","Bismuto",235.077963
2004,"Metaliferos","Cadmio",24.475014
2004,"Metaliferos","Cenizas y residuos",1485.345843
2004,"Metaliferos","Cinc",9024.871191
2004,"Metaliferos","Circonio",600.095272
2004,"Metaliferos","Cobalto",2867.754609
2004,"Metaliferos","Cobre",46198.955872
2004,"Metaliferos","Cromo",939.176508
2004,"Metaliferos","Demás desperdicios metalicos",349.250248
2004,"Metaliferos","Estaño",3127.411969
2004,"Metaliferos","Ferroaleaciones",19117.532661
2004,"Metaliferos","Hierro",26324.958126
2004,"Metaliferos","Magnesio",1239.572687
2004,"Metaliferos","Manganeso",1968.543569
2004,"Metaliferos","Min.y Conc, de metales preciosos",960.893359
2004,"Metaliferos","Molibdeno",4497.788616
2004,"Metaliferos","Níquel",16242.507008
2004,"Metaliferos","Oro",37520.889892
2004,"Metaliferos","Plata",5010.556319
2004,"Metaliferos","Plomo",4083.972648
2004,"Metaliferos","Talio",678.243179
2004,"Metaliferos","Tantalio",653.640071
2004,"Metaliferos","Titanio",1731.2277
2004,"Metaliferos","Torio",34.739134
2004,"Metaliferos","Uranio",201.006673
2004,"Metaliferos","Vanadio",303.884763
2004,"Metaliferos","Volframio",256.607971
2004,"No metaliferos","Abrasivos naturales",0.011507
2004,"No metaliferos","Amianto (asbesto, incluye crocidolita)",298.169212
2004,"No metaliferos","Arcillas",780.515084
2004,"No metaliferos","Arenas",1224.323429
2004,"No metaliferos","Asfaltita",521.522837
2004,"No metaliferos","Azufre",1818.185054
2004,"No metaliferos","Baritina",288.43621
2004,"No metaliferos","Bentonita",454.908777
2004,"No metaliferos","Boratos",1029.708453
2004,"No metaliferos","Caolín",1880.336436
2004,"No metaliferos","Creta",168.077212
2004,"No metaliferos","Cuarzo",86.709165
2004,"No metaliferos","Diatomitas",146.733849
2004,"No metaliferos","Feldespato",395.786433
2004,"No metaliferos","Fluorita",455.953517
2004,"No metaliferos","Fosfatos",1849.809778
2004,"No metaliferos","Grafito",224.678479
2004,"No metaliferos","Litio",424.757567
2004,"No metaliferos","Magnesio",1318.170857
2004,"No metaliferos","Materias minerales activadas (diatomita, arcillas, bauxita, etc.)",407.84064
2004,"No metaliferos","Mica",119.773506
2004,"No metaliferos","Mullita",75.570751
2004,"No metaliferos","Oxidos de hierro",752.615326
2004,"No metaliferos","Potasio",6495.239338
2004,"No metaliferos","Sal",1836.840821
2004,"No metaliferos","Sulfatos",775.078344
2004,"No metaliferos","Sulfatos de magnesio",98.427577
2004,"No metaliferos","Talco",583.159934
2004,"No metaliferos","Tierras Colorantes",15.698119
2004,"No metaliferos","Turba",781.666751
2004,"No metaliferos","Vermiculita y perlita",169.635497
2004,"No metaliferos","Witherita",4.326226
2004,"No metaliferos","Yesos",892.015046
2004,"Piedras preciosas y/o semipreciosas","Piedras preciosas o semipreciosas",1258.323267
2004,"Rocas de aplicacion","Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)",583.569222
2004,"Rocas de aplicacion","Arcillas Dilatadas",206.622351
2004,"Rocas de aplicacion","Arenisca",70.638224
2004,"Rocas de aplicacion","Cales",479.093254
2004,"Rocas de aplicacion","Caliza",599.183207
2004,"Rocas de aplicacion","Cantos rodados y Triturados pétreos",1065.172381
2004,"Rocas de aplicacion","Cementos",7563.534243
2004,"Rocas de aplicacion","Cuarcita",59.496844
2004,"Rocas de aplicacion","Demas minerales n.c.p (incluye arenas de circonio, espomudeno y tierras colorantes)",948.514974
2004,"Rocas de aplicacion","Demás piedras de talla o constucción",243.596721
2004,"Rocas de aplicacion","Dolomita",313.565573
2004,"Rocas de aplicacion","Granito",5145.64296
2004,"Rocas de aplicacion","Granulos,tasquiles y polvo de mármol y arenisca",253.198858
2004,"Rocas de aplicacion","Lanas de escoria de rocas y lanas de minerales",1012.877473
2004,"Rocas de aplicacion","Las demás piedras de talla o de construcción (incluye bolas de piedra para molinos y las demás manufacturas de las demás piedras)",443.355917
2004,"Rocas de aplicacion","Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular",133.864154
2004,"Rocas de aplicacion","Mármoles",2449.773843
2004,"Rocas de aplicacion","Mármoles y travertinos",1047.460792
2004,"Rocas de aplicacion","Piedra pómez",71.315505
2004,"Rocas de aplicacion","Piedras talladas o aserradas",150.771003
2004,"Rocas de aplicacion","Pizarra",760.279008
2004,"Rocas de aplicacion","Triturados pétreos",59.146393
2005,"Combustibles","Hullas",14029.721064
2005,"Metaliferos","Aluminio",11245.246194
2005,"Metaliferos","Aluminio y bauxita",2156.236323
2005,"Metaliferos","Antimonio",261.693915
2005,"Metaliferos","Arenas de escorias de siderurgia",434.085996
2005,"Metaliferos","Berilio",13.042723
2005,"Metaliferos","Bismuto",259.962092
2005,"Metaliferos","Cadmio",44.681164
2005,"Metaliferos","Cenizas y residuos",2028.748474
2005,"Metaliferos","Cinc",11144.356231
2005,"Metaliferos","Circonio",860.392092
2005,"Metaliferos","Cobalto",2214.547912
2005,"Metaliferos","Cobre",59570.012298
2005,"Metaliferos","Cromo",1330.850699
2005,"Metaliferos","Demás desperdicios metalicos",446.033963
2005,"Metaliferos","Estaño",3170.472036
2005,"Metaliferos","Ferroaleaciones",23540.847836
2005,"Metaliferos","Hierro",37612.012871
2005,"Metaliferos","Magnesio",1216.716748
2005,"Metaliferos","Manganeso",2308.495146
2005,"Metaliferos","Min.y Conc, de metales preciosos",1226.721719
2005,"Metaliferos","Molibdeno",9779.944685
2005,"Metaliferos","Níquel",17657.388396
2005,"Metaliferos","Oro",43601.184257
2005,"Metaliferos","Plata",5818.337251
2005,"Metaliferos","Plomo",4885.318978
2005,"Metaliferos","Talio",904.223201
2005,"Metaliferos","Tantalio",537.995133
2005,"Metaliferos","Titanio",2403.603355
2005,"Metaliferos","Torio",1.166621
2005,"Metaliferos","Uranio",74.752194
2005,"Metaliferos","Vanadio",302.256622
2005,"Metaliferos","Volframio",473.685132
2005,"No metaliferos","Abrasivos naturales",0.006443
2005,"No metaliferos","Amianto (asbesto, incluye crocidolita)",349.892209
2005,"No metaliferos","Arcillas",856.183371
2005,"No metaliferos","Arenas",1273.095847
2005,"No metaliferos","Asfaltita",713.986972
2005,"No metaliferos","Azufre",2114.281794
2005,"No metaliferos","Baritina",362.106807
2005,"No metaliferos","Bentonita",472.445081
2005,"No metaliferos","Boratos",1072.756361
2005,"No metaliferos","Caolín",1937.900623
2005,"No metaliferos","Creta",170.805985
2005,"No metaliferos","Cuarzo",120.807534
2005,"No metaliferos","Diatomitas",145.498213
2005,"No metaliferos","Feldespato",447.412704
2005,"No metaliferos","Fluorita",513.848309
2005,"No metaliferos","Fosfatos",2156.756764
2005,"No metaliferos","Grafito",245.13107
2005,"No metaliferos","Litio",473.780423
2005,"No metaliferos","Magnesio",1427.348046
2005,"No metaliferos","Materias minerales activadas (diatomita, arcillas, bauxita, etc.)",438.071536
2005,"No metaliferos","Mica",116.043035
2005,"No metaliferos","Mullita",88.368428
2005,"No metaliferos","Oxidos de hierro",776.534726
2005,"No metaliferos","Potasio",8147.503992
2005,"No metaliferos","Sal",2118.583252
2005,"No metaliferos","Sulfatos",939.162562
2005,"No metaliferos","Sulfatos de magnesio",101.895038
2005,"No metaliferos","Talco",620.613526
2005,"No metaliferos","Tierras Colorantes",16.895667
2005,"No metaliferos","Turba",826.606551
2005,"No metaliferos","Vermiculita y perlita",192.067719
2005,"No metaliferos","Witherita",4.99697
2005,"No metaliferos","Yesos",1003.368368
2005,"Piedras preciosas y/o semipreciosas","Piedras preciosas o semipreciosas",1418.023394
2005,"Rocas de aplicacion","Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)",698.468471
2005,"Rocas de aplicacion","Arcillas Dilatadas",232.091583
2005,"Rocas de aplicacion","Arenisca",84.937707
2005,"Rocas de aplicacion","Cales",523.49206
2005,"Rocas de aplicacion","Caliza",711.996351
2005,"Rocas de aplicacion","Cantos rodados y Triturados pétreos",1158.783852
2005,"Rocas de aplicacion","Cementos",9941.217436
2005,"Rocas de aplicacion","Cuarcita",62.336626
2005,"Rocas de aplicacion","Demas minerales n.c.p (incluye arenas de circonio, espomudeno y tierras colorantes)",955.873603
2005,"Rocas de aplicacion","Demás piedras de talla o constucción",188.623841
2005,"Rocas de aplicacion","Dolomita",328.05702
2005,"Rocas de aplicacion","Granito",5816.150566
2005,"Rocas de aplicacion","Granulos,tasquiles y polvo de mármol y arenisca",304.076275
2005,"Rocas de aplicacion","Lanas de escoria de rocas y lanas de minerales",1239.056378
2005,"Rocas de aplicacion","Las demás piedras de talla o de construcción (incluye bolas de piedra para molinos y las demás manufacturas de las demás piedras)",546.98694
2005,"Rocas de aplicacion","Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular",188.665181
2005,"Rocas de aplicacion","Mármoles",3022.4827
2005,"Rocas de aplicacion","Mármoles y travertinos",1073.664438
2005,"Rocas de aplicacion","Piedra pómez",69.27327
2005,"Rocas de aplicacion","Piedras talladas o aserradas",175.692597
2005,"Rocas de aplicacion","Pizarra",833.711673
2005,"Rocas de aplicacion","Triturados pétreos",62.89191
2006,"Combustibles","Hullas",13274.868788
2006,"Metaliferos","Aluminio",13620.874855
2006,"Metaliferos","Aluminio y bauxita",2290.152257
2006,"Metaliferos","Antimonio",371.116943
2006,"Metaliferos","Arenas de escorias de siderurgia",433.448308
2006,"Metaliferos","Berilio",10.797845
2006,"Metaliferos","Bismuto",325.040083
2006,"Metaliferos","Cadmio",54.802961
2006,"Metaliferos","Cenizas y residuos",2212.205903
2006,"Metaliferos","Cinc",24524.70986
2006,"Metaliferos","Circonio",969.44618
2006,"Metaliferos","Cobalto",2355.382803
2006,"Metaliferos","Cobre",110103.608889
2006,"Metaliferos","Cromo",1557.40061
2006,"Metaliferos","Demás desperdicios metalicos",434.869129
2006,"Metaliferos","Estaño",3317.693333
2006,"Metaliferos","Ferroaleaciones",23676.911883
2006,"Metaliferos","Hierro",43223.732333
2006,"Metaliferos","Magnesio",1114.331352
2006,"Metaliferos","Manganeso",2115.732943
2006,"Metaliferos","Min.y Conc, de metales preciosos",1679.08741
2006,"Metaliferos","Molibdeno",8576.537034
2006,"Metaliferos","Níquel",27398.171628
2006,"Metaliferos","Oro",50438.564937
2006,"Metaliferos","Plata",10742.906995
2006,"Metaliferos","Plomo",6729.18837
2006,"Metaliferos","Talio",940.685584
2006,"Metaliferos","Tantalio",474.999963
2006,"Metaliferos","Titanio",2877.855664
2006,"Metaliferos","Torio",1.982513
2006,"Metaliferos","Uranio",268.42886
2006,"Metaliferos","Vanadio",304.550338
2006,"Metaliferos","Volframio",765.167038
2006,"No metaliferos","Abrasivos naturales",0.000478
2006,"No metaliferos","Amianto (asbesto, incluye crocidolita)",393.969342
2006,"No metaliferos","Arcillas",852.974633
2006,"No metaliferos","Arenas",1435.506781
2006,"No metaliferos","Asfaltita",817.398964
2006,"No metaliferos","Azufre",1961.834155
2006,"No metaliferos","Baritina",398.089524
2006,"No metaliferos","Bentonita",569.773247
2006,"No metaliferos","Boratos",1226.979225
2006,"No metaliferos","Caolín",2095.312006
2006,"No metaliferos","Creta",171.564773
2006,"No metaliferos","Cuarzo",160.017399
2006,"No metaliferos","Diatomitas",161.575804
2006,"No metaliferos","Feldespato",482.640648
2006,"No metaliferos","Fluorita",538.287757
2006,"No metaliferos","Fosfatos",2173.696288
2006,"No metaliferos","Grafito",252.599052
2006,"No metaliferos","Litio",624.009197
2006,"No metaliferos","Magnesio",1470.754737
2006,"No metaliferos","Materias minerales activadas (diatomita, arcillas, bauxita, etc.)",509.457609
2006,"No metaliferos","Mica",128.606628
2006,"No metaliferos","Mullita",97.003095
2006,"No metaliferos","Oxidos de hierro",850.520993
2006,"No metaliferos","Potasio",7967.071977
2006,"No metaliferos","Sal",2275.917172
2006,"No metaliferos","Sulfatos",986.107453
2006,"No metaliferos","Sulfatos de magnesio",105.036698
2006,"No metaliferos","Talco",667.180871
2006,"No metaliferos","Tierras Colorantes",19.086822
2006,"No metaliferos","Turba",867.14758
2006,"No metaliferos","Vermiculita y perlita",214.15343
2006,"No metaliferos","Witherita",2.325064
2006,"No metaliferos","Yesos",1144.86555
2006,"Piedras preciosas y/o semipreciosas","Piedras preciosas o semipreciosas",1543.313808
2006,"Rocas de aplicacion","Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)",779.778427
2006,"Rocas de aplicacion","Arcillas Dilatadas",287.461294
2006,"Rocas de aplicacion","Arenisca",103.053745
