"ANYO","MES","GRUPO","SECTOR","FOB"
1999,5,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",10346
1999,5,"Piedras talladas o aserradas","Rocas de aplicación",542800.74
1999,5,"Pizarra","Rocas de aplicación",28580.98
1999,5,"Plomo","Metaliferos",1893275.03
1999,5,"Potasio","No metaliferos",518.56
1999,5,"Sal","No metaliferos",187846.47
1999,5,"Sulfatos","No metaliferos",1745146.64
1999,5,"Talco","No metaliferos",1742.5
1999,5,"Tierras Colorantes","No metaliferos",1960
1999,5,"Turba","No metaliferos",4056
1999,5,"Uranio","Metaliferos",31764.05
1999,5,"Vermiculita","No metaliferos",5600
1999,5,"Volframio","Metaliferos",1250
1999,5,"Yesos","No metaliferos",125141.55
1999,6,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",41515.5
1999,6,"Aluminio","Metaliferos",2100
1999,6,"Arcillas","No metaliferos",10733
1999,6,"Arcillas Dilatadas","Rocas de aplicación",6079.85
1999,6,"Arcillas activadas","No metaliferos",40293.47
1999,6,"Arenas","No metaliferos",8341
1999,6,"Arenas de Circonio","No metaliferos",10
1999,6,"Asfaltita","No metaliferos",133224.23
1999,6,"Azufre","No metaliferos",10500
1999,6,"Baritina","No metaliferos",10915.08
1999,6,"Bauxita","Metaliferos",4476
1999,6,"Bentonita","No metaliferos",487725.2
1999,6,"Bismuto","Metaliferos",63
1999,6,"Boratos","No metaliferos",2643792.73
1999,6,"Cales","Rocas de aplicación",173027.67
1999,6,"Caolín","No metaliferos",70493.21
1999,6,"Cementos","Rocas de aplicación",601201.56
1999,6,"Cinc","Metaliferos",345510.14
1999,6,"Cobre","Metaliferos",47636490.38
1999,6,"Creta","No metaliferos",58417
1999,6,"Cuarzo","No metaliferos",25567.6
1999,6,"Demas minerales n.c.p","No metaliferos",41674.45
1999,6,"Diatomitas","No metaliferos",8385
1999,6,"Dolomita","Rocas de aplicación",78357
1999,6,"Feldespato","No metaliferos",984
1999,6,"Ferroaleaciones","Metaliferos",829258.88
1999,6,"Grafito","No metaliferos",1941.57
1999,6,"Granito","Rocas de aplicación",401002.01
1999,6,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",23
1999,6,"Las demás manufacturas de las demás piedras","Rocas de aplicación",10765.7
1999,6,"Litio","No metaliferos",1700441
1999,6,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",1100
1999,6,"Magnesio","No metaliferos",17195.29
1999,6,"Manganeso","Metaliferos",50.5
1999,6,"Mica","No metaliferos",23398.4
1999,6,"Mármoles","Rocas de aplicación",186586.64
1999,6,"Oro","Metaliferos",11732870.3
1999,6,"Oxidos de hierro","No metaliferos",41662.85
1999,6,"Perlita","Rocas de aplicación",65352
1999,6,"Piedra pómez","Rocas de aplicación",22263.76
1999,6,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",111294
1999,6,"Piedras talladas o aserradas","Rocas de aplicación",338303.04
1999,6,"Pizarra","Rocas de aplicación",54252.96
1999,6,"Plomo","Metaliferos",61040.38
1999,6,"Potasio","No metaliferos",6750
1999,6,"Sal","No metaliferos",178414.51
1999,6,"Sulfatos","No metaliferos",2254322.14
1999,6,"Talco","No metaliferos",898.92
1999,6,"Turba","No metaliferos",11700
1999,6,"Uranio","Metaliferos",78892.48
1999,6,"Vermiculita","No metaliferos",5600
1999,6,"Volframio","Metaliferos",1250
1999,6,"Yesos","No metaliferos",142515.92
1999,7,"Abrasivos naturales","No metaliferos",850
1999,7,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",90662.55
1999,7,"Aluminio","Metaliferos",134
1999,7,"Antimonio","Metaliferos",1170
1999,7,"Arcillas","No metaliferos",18236.77
1999,7,"Arcillas Dilatadas","Rocas de aplicación",6854.02
1999,7,"Arcillas activadas","No metaliferos",7654.76
1999,7,"Arenas","No metaliferos",10030
1999,7,"Arenas de Circonio","No metaliferos",912
1999,7,"Asfaltita","No metaliferos",155195.89
1999,7,"Azufre","No metaliferos",6680
1999,7,"Baritina","No metaliferos",15558.68
1999,7,"Bauxita","Metaliferos",4481.48
1999,7,"Bentonita","No metaliferos",380527.3
1999,7,"Bismuto","Metaliferos",97
1999,7,"Boratos","No metaliferos",2082631.56
1999,7,"Cales","Rocas de aplicación",164290.05
1999,7,"Caliza","Rocas de aplicación",78.13
1999,7,"Caolín","No metaliferos",164281.85
1999,7,"Cementos","Rocas de aplicación",195803.64
1999,7,"Cinc","Metaliferos",564860.63
1999,7,"Cobre","Metaliferos",39023874.9
1999,7,"Creta","No metaliferos",2960
1999,7,"Cuarzo","No metaliferos",25400.8
1999,7,"Demas minerales n.c.p","No metaliferos",12246.18
1999,7,"Demás piedras de talla o constucción","Rocas de aplicación",398
1999,7,"Diatomitas","No metaliferos",10354.11
1999,7,"Dolomita","Rocas de aplicación",101693.79
1999,7,"Feldespato","No metaliferos",57154
1999,7,"Ferroaleaciones","Metaliferos",1155765.78
1999,7,"Fluorita","No metaliferos",5328
1999,7,"Granito","Rocas de aplicación",455906.28
1999,7,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",113.63
1999,7,"Hierro","Metaliferos",0.6
1999,7,"Las demás manufacturas de las demás piedras","Rocas de aplicación",376.57
1999,7,"Mica","No metaliferos",53996.8
1999,7,"Mármoles","Rocas de aplicación",318324.04
1999,7,"Oro","Metaliferos",8285212.48
1999,7,"Oxidos de hierro","No metaliferos",18579.25
1999,7,"Perlita","Rocas de aplicación",58059
1999,7,"Piedra pómez","Rocas de aplicación",17161.4
1999,7,"Piedras talladas o aserradas","Rocas de aplicación",298827.69
1999,7,"Pizarra","Rocas de aplicación",46842.55
1999,7,"Potasio","No metaliferos",11502.05
1999,7,"Sal","No metaliferos",131411.2
1999,7,"Sulfatos","No metaliferos",2064346.69
1999,7,"Talco","No metaliferos",13338.7
1999,7,"Titanio","Metaliferos",268
1999,7,"Turba","No metaliferos",10
1999,7,"Vermiculita","No metaliferos",11200
1999,7,"Yesos","No metaliferos",59995.73
1999,8,"Abrasivos naturales","No metaliferos",561
1999,8,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",14670.6
1999,8,"Aluminio","Metaliferos",8030
1999,8,"Arcillas activadas","No metaliferos",18611.86
1999,8,"Arenas","No metaliferos",14207.66
1999,8,"Asfaltita","No metaliferos",24616.8
1999,8,"Baritina","No metaliferos",27912.08
1999,8,"Bauxita","Metaliferos",3928
1999,8,"Bentonita","No metaliferos",453759.4
1999,8,"Bismuto","Metaliferos",429
1999,8,"Boratos","No metaliferos",2376798.91
1999,8,"Cales","Rocas de aplicación",281150.23
1999,8,"Cantos rodados y Triturados pétreos","Rocas de aplicación",528
1999,8,"Caolín","No metaliferos",62033.75
1999,8,"Cementos","Rocas de aplicación",315363.2
1999,8,"Cinc","Metaliferos",259914.41
1999,8,"Cobre","Metaliferos",44203821.05
1999,8,"Creta","No metaliferos",64934.48
1999,8,"Cuarzo","No metaliferos",14579.2
1999,8,"Demas minerales n.c.p","No metaliferos",14197
1999,8,"Diatomitas","No metaliferos",19079.7
1999,8,"Dolomita","Rocas de aplicación",50425.75
1999,8,"Estaño","Metaliferos",7.8
1999,8,"Feldespato","No metaliferos",34837
1999,8,"Ferroaleaciones","Metaliferos",898586.73
1999,8,"Fluorita","No metaliferos",3900
1999,8,"Granito","Rocas de aplicación",687667.02
1999,8,"Las demás manufacturas de las demás piedras","Rocas de aplicación",1234.5
1999,8,"Litio","No metaliferos",2442981.06
1999,8,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",7672.52
1999,8,"Magnesio","No metaliferos",4441.4
1999,8,"Mica","No metaliferos",50144.8
1999,8,"Mármoles","Rocas de aplicación",140469.26
1999,8,"Oro","Metaliferos",10579488.68
1999,8,"Oxidos de hierro","No metaliferos",8720
1999,8,"Perlita","Rocas de aplicación",71857
1999,8,"Piedra pómez","Rocas de aplicación",18305.2
1999,8,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",1510
1999,8,"Piedras talladas o aserradas","Rocas de aplicación",330804.35
1999,8,"Pizarra","Rocas de aplicación",90760.04
1999,8,"Plomo","Metaliferos",56359
1999,8,"Sal","No metaliferos",162685.62
1999,8,"Sulfatos","No metaliferos",1132638.51
1999,8,"Talco","No metaliferos",970.8
1999,8,"Uranio","Metaliferos",77080.55
1999,8,"Vermiculita","No metaliferos",5600
1999,8,"Volframio","Metaliferos",2500
1999,8,"Yesos","No metaliferos",74119.24
1999,9,"Abrasivos naturales","No metaliferos",1140
1999,9,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",46147.6
1999,9,"Aluminio","Metaliferos",4440
1999,9,"Antimonio","Metaliferos",3071.25
1999,9,"Arcillas","No metaliferos",29596.5
1999,9,"Arenas","No metaliferos",1356
1999,9,"Asfaltita","No metaliferos",123723.5
1999,9,"Azufre","No metaliferos",10866
1999,9,"Bentonita","No metaliferos",575375.8
1999,9,"Boratos","No metaliferos",2729856.67
1999,9,"Cales","Rocas de aplicación",193009.96
1999,9,"Cantos rodados y Triturados pétreos","Rocas de aplicación",50
1999,9,"Caolín","No metaliferos",61078.92
1999,9,"Cementos","Rocas de aplicación",285548.8
1999,9,"Cinc","Metaliferos",642355.2
1999,9,"Cobre","Metaliferos",39368270.22
1999,9,"Creta","No metaliferos",28850
1999,9,"Cuarzo","No metaliferos",23132
1999,9,"Demas minerales n.c.p","No metaliferos",13259.92
1999,9,"Demás piedras de talla o constucción","Rocas de aplicación",0
1999,9,"Diatomitas","No metaliferos",4991.57
1999,9,"Dolomita","Rocas de aplicación",63111.01
1999,9,"Feldespato","No metaliferos",25469.5
1999,9,"Ferroaleaciones","Metaliferos",398255.2
1999,9,"Fluorita","No metaliferos",25809
1999,9,"Fosfatos","No metaliferos",171.37
1999,9,"Granito","Rocas de aplicación",425010.55
1999,9,"Hierro","Metaliferos",325
1999,9,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",186.41
1999,9,"Las demás manufacturas de las demás piedras","Rocas de aplicación",20
1999,9,"Litio","No metaliferos",2052280.17
1999,9,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",2547.37
1999,9,"Magnesio","Metaliferos",1880
1999,9,"Magnesio","No metaliferos",26102.38
1999,9,"Mica","No metaliferos",11699.2
1999,9,"Mármoles","Rocas de aplicación",194947.47
1999,9,"Oro","Metaliferos",6976986.15
1999,9,"Oxidos de hierro","No metaliferos",14198.01
1999,9,"Perlita","Rocas de aplicación",44973
1999,9,"Piedra pómez","Rocas de aplicación",21700
1999,9,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",17531.6
1999,9,"Piedras talladas o aserradas","Rocas de aplicación",277853.08
1999,9,"Pizarra","Rocas de aplicación",67524.62
1999,9,"Plomo","Metaliferos",1681197.16
1999,9,"Potasio","No metaliferos",45050.8
1999,9,"Sal","No metaliferos",125865.5
1999,9,"Sulfatos","No metaliferos",1862613.1
1999,9,"Talco","No metaliferos",110.3
1999,9,"Uranio","Metaliferos",27239.33
1999,9,"Vermiculita","No metaliferos",5600
1999,9,"Volframio","Metaliferos",13350
1999,9,"Yesos","No metaliferos",90713.82
1999,10,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",121393.12
1999,10,"Arcillas","No metaliferos",15079
1999,10,"Arcillas activadas","No metaliferos",6100
1999,10,"Arenas","No metaliferos",21561.9
1999,10,"Asfaltita","No metaliferos",349548.29
1999,10,"Azufre","No metaliferos",8150
1999,10,"Baritina","No metaliferos",26660
1999,10,"Bauxita","Metaliferos",4603.6
1999,10,"Bentonita","No metaliferos",419837.8
1999,10,"Bismuto","Metaliferos",10
1999,10,"Boratos","No metaliferos",3449447.23
1999,10,"Cales","Rocas de aplicación",264067.49
1999,10,"Caolín","No metaliferos",56645.5
1999,10,"Cementos","Rocas de aplicación",304698.62
1999,10,"Cinc","Metaliferos",698159.62
1999,10,"Cobre","Metaliferos",58916861.73
1999,10,"Creta","No metaliferos",28850
1999,10,"Cromo","Metaliferos",3702
1999,10,"Cuarzo","No metaliferos",46685.84
1999,10,"Demas minerales n.c.p","No metaliferos",12926.2
1999,10,"Demás piedras de talla o constucción","Rocas de aplicación",0
1999,10,"Diatomitas","No metaliferos",16286.28
1999,10,"Dolomita","Rocas de aplicación",85938.01
1999,10,"Feldespato","No metaliferos",43037.36
1999,10,"Ferroaleaciones","Metaliferos",1120504.22
1999,10,"Fluorita","No metaliferos",5072
1999,10,"Granito","Rocas de aplicación",420341.78
1999,10,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",39.6
1999,10,"Hullas","Combustibles",8065.72
1999,10,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",100
1999,10,"Las demás manufacturas de las demás piedras","Rocas de aplicación",1077.79
1999,10,"Magnesio","Metaliferos",1410
1999,10,"Magnesio","No metaliferos",14564.5
1999,10,"Mármoles","Rocas de aplicación",163870.95
1999,10,"Oro","Metaliferos",9098951.36
1999,10,"Oxidos de hierro","No metaliferos",31633.93
1999,10,"Perlita","Rocas de aplicación",80957
1999,10,"Piedra pómez","Rocas de aplicación",20275.1
1999,10,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",3286
1999,10,"Piedras talladas o aserradas","Rocas de aplicación",493668.38
1999,10,"Plomo","Metaliferos",68925.72
1999,10,"Potasio","No metaliferos",8927.14
1999,10,"Sal","No metaliferos",171032.31
1999,10,"Sulfatos","No metaliferos",1354080.33
1999,10,"Talco","No metaliferos",390
1999,10,"Tierras Colorantes","No metaliferos",38.4
1999,10,"Uranio","Metaliferos",116534.55
1999,10,"Volframio","Metaliferos",1150
1999,10,"Yesos","No metaliferos",76695.58
1999,11,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",121332.29
1999,11,"Aluminio","Metaliferos",4081
1999,11,"Arcillas","No metaliferos",11742
1999,11,"Arcillas activadas","No metaliferos",11802.82
1999,11,"Arenas","No metaliferos",40147.9
1999,11,"Arenisca","Rocas de aplicación",340
1999,11,"Asfaltita","No metaliferos",266116.86
1999,11,"Baritina","No metaliferos",21360
1999,11,"Bauxita","Metaliferos",2500
1999,11,"Bentonita","No metaliferos",319288.4
1999,11,"Boratos","No metaliferos",3399414.84
1999,11,"Cales","Rocas de aplicación",269161.19
1999,11,"Cantos rodados y Triturados pétreos","Rocas de aplicación",9857.6
1999,11,"Caolín","No metaliferos",60018.79
1999,11,"Cementos","Rocas de aplicación",347780.05
1999,11,"Cinc","Metaliferos",1262927.66
1999,11,"Cobre","Metaliferos",39261390.6
1999,11,"Creta","No metaliferos",26000
1999,11,"Cuarzo","No metaliferos",32043.84
1999,11,"Demas minerales n.c.p","No metaliferos",34396.4
1999,11,"Demás piedras de talla o constucción","Rocas de aplicación",104418
1999,11,"Diatomitas","No metaliferos",1950
1999,11,"Dolomita","Rocas de aplicación",79236.94
1999,11,"Feldespato","No metaliferos",68769.36
1999,11,"Ferroaleaciones","Metaliferos",534705.28
1999,11,"Fluorita","No metaliferos",5072
1999,11,"Granito","Rocas de aplicación",458858.47
1999,11,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",133
1999,11,"Hullas","Combustibles",870
1999,11,"Litio","No metaliferos",2811702.78
1999,11,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",2250
1999,11,"Magnesio","No metaliferos",15907.4
1999,11,"Mica","No metaliferos",10529.28
1999,11,"Molibdeno","Metaliferos",7680
1999,11,"Mármol travertino","Rocas de aplicación",18780
1999,11,"Mármoles","Rocas de aplicación",61593.01
1999,11,"Oro","Metaliferos",11193636.27
1999,11,"Oxidos de hierro","No metaliferos",11313.64
1999,11,"Perlita","Rocas de aplicación",52273
1999,11,"Piedra pómez","Rocas de aplicación",11438.4
1999,11,"Piedras talladas o aserradas","Rocas de aplicación",475463
1999,11,"Pizarra","Rocas de aplicación",75492.24
1999,11,"Plomo","Metaliferos",63327.15
1999,11,"Potasio","No metaliferos",16088.5
1999,11,"Sal","No metaliferos",212489
1999,11,"Sulfatos","No metaliferos",2358326.76
1999,11,"Talco","No metaliferos",9447.24
1999,11,"Uranio","Metaliferos",355328.04
1999,11,"Volframio","Metaliferos",12460
1999,11,"Yesos","No metaliferos",105753.47
1999,12,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",35037.7
1999,12,"Aluminio","Metaliferos",5418
1999,12,"Arcillas","No metaliferos",10197.25
1999,12,"Arcillas activadas","No metaliferos",220
1999,12,"Arenas","No metaliferos",9914.34
1999,12,"Asfaltita","No metaliferos",124265.95
1999,12,"Azufre","No metaliferos",6995.84
1999,12,"Baritina","No metaliferos",20470
1999,12,"Bentonita","No metaliferos",506559.34
1999,12,"Boratos","No metaliferos",2148245.99
1999,12,"Cales","Rocas de aplicación",342839.9
1999,12,"Caliza","Rocas de aplicación",2700.54
1999,12,"Caolín","No metaliferos",105775.63
1999,12,"Cementos","Rocas de aplicación",392440.2
1999,12,"Cenizas y residuos","No metaliferos",28662.15
1999,12,"Cinc","Metaliferos",251469.55
1999,12,"Circónio","Metaliferos",27150
1999,12,"Cobre","Metaliferos",44384255.75
1999,12,"Creta","No metaliferos",26000
1999,12,"Cuarzo","No metaliferos",32338.6
1999,12,"Demas minerales n.c.p","No metaliferos",16201.88
1999,12,"Demás piedras de talla o constucción","Rocas de aplicación",122784.72
1999,12,"Diatomitas","No metaliferos",14123.96
1999,12,"Dolomita","Rocas de aplicación",105846.38
1999,12,"Feldespato","No metaliferos",25046.75
1999,12,"Ferroaleaciones","Metaliferos",528695.52
1999,12,"Fluorita","No metaliferos",18795
1999,12,"Granito","Rocas de aplicación",250264.71
1999,12,"Litio","No metaliferos",1873058.4
1999,12,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",2160
1999,12,"Magnesio","Metaliferos",6625
1999,12,"Magnesio","No metaliferos",5011.39
1999,12,"Mica","No metaliferos",29826.08
1999,12,"Mármoles","Rocas de aplicación",246253.92
1999,12,"Oro","Metaliferos",6719877.86
1999,12,"Oxidos de hierro","No metaliferos",71122
1999,12,"Perlita","Rocas de aplicación",30599
1999,12,"Piedra pómez","Rocas de aplicación",10784.88
1999,12,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",4177.6
1999,12,"Piedras talladas o aserradas","Rocas de aplicación",216268.85
1999,12,"Pizarra","Rocas de aplicación",20025.18
1999,12,"Plomo","Metaliferos",98636.97
1999,12,"Potasio","No metaliferos",13216
1999,12,"Sal","No metaliferos",115294.21
1999,12,"Sulfatos","No metaliferos",1540097.6
1999,12,"Talco","No metaliferos",5951
1999,12,"Tierras Colorantes","No metaliferos",4180
1999,12,"Turba","No metaliferos",351
1999,12,"Uranio","Metaliferos",36475.24
1999,12,"Witherita","No metaliferos",540
1999,12,"Yesos","No metaliferos",83064.95
2000,1,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",0
2000,1,"Aluminio","Metaliferos",800
2000,1,"Arcillas","No metaliferos",3216.09
2000,1,"Arcillas activadas","No metaliferos",15470.12
2000,1,"Arenas","No metaliferos",2586
2000,1,"Asfaltita","No metaliferos",8765.4
2000,1,"Bentonita","No metaliferos",403032.83
2000,1,"Bismuto","Metaliferos",50
2000,1,"Boratos","No metaliferos",2298930.27
2000,1,"Cales","Rocas de aplicación",353571.47
2000,1,"Caliza","Rocas de aplicación",10
2000,1,"Cantos rodados y Triturados pétreos","Rocas de aplicación",850
2000,1,"Caolín","No metaliferos",84990.26
2000,1,"Cementos","Rocas de aplicación",379226.03
2000,1,"Cenizas y residuos","No metaliferos",8914.38
2000,1,"Cinc","Metaliferos",1637797.76
2000,1,"Circonio","Metaliferos",246681.48
2000,1,"Circónio","Metaliferos",14661
2000,1,"Cobre","Metaliferos",40718172.82
2000,1,"Creta","No metaliferos",26000
2000,1,"Cuarzo","No metaliferos",660
2000,1,"Demas minerales n.c.p","No metaliferos",14180.7
2000,1,"Demás piedras de talla o constucción","Rocas de aplicación",1665.62
2000,1,"Diatomitas","No metaliferos",5802.2
2000,1,"Dolomita","Rocas de aplicación",104442.25
2000,1,"Feldespato","No metaliferos",25702
2000,1,"Ferroaleaciones","Metaliferos",515353.13
2000,1,"Fluorita","No metaliferos",4432
2000,1,"Granito","Rocas de aplicación",349090.23
2000,1,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",50.4
2000,1,"Hullas","Combustibles",4689.6
2000,1,"Las demás manufacturas de las demás piedras","Rocas de aplicación",54.54
2000,1,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",1720
2000,1,"Magnesio","No metaliferos",40462.1
2000,1,"Mica","No metaliferos",20608.14
2000,1,"Mármol travertino","Rocas de aplicación",192.6
2000,1,"Mármoles","Rocas de aplicación",227385.95
2000,1,"Oro","Metaliferos",5983158.03
2000,1,"Oxidos de hierro","No metaliferos",70201.2
2000,1,"Perlita","Rocas de aplicación",32522.5
2000,1,"Piedra pómez","Rocas de aplicación",16547.92
2000,1,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",75001.36
2000,1,"Piedras talladas o aserradas","Rocas de aplicación",76975.08
2000,1,"Plomo","Metaliferos",66109.66
2000,1,"Potasio","No metaliferos",30157.85
2000,1,"Sal","No metaliferos",228395.61
2000,1,"Sulfatos","No metaliferos",1266198.38
2000,1,"Uranio","Metaliferos",37228.89
2000,1,"Volframio","Metaliferos",4840
2000,1,"Yesos","No metaliferos",18658.57
2000,2,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",223690.85
2000,2,"Aluminio","Metaliferos",2100
2000,2,"Arcillas","No metaliferos",7465
2000,2,"Arcillas Dilatadas","Rocas de aplicación",13.1
2000,2,"Arcillas activadas","No metaliferos",18155.3
2000,2,"Arenisca","Rocas de aplicación",140
2000,2,"Asfaltita","No metaliferos",87917.05
2000,2,"Azufre","No metaliferos",106
2000,2,"Baritina","No metaliferos",110
2000,2,"Bentonita","No metaliferos",388721.5
2000,2,"Boratos","No metaliferos",2544310.61
2000,2,"Cales","Rocas de aplicación",362451.89
2000,2,"Cantos rodados y Triturados pétreos","Rocas de aplicación",32
2000,2,"Caolín","No metaliferos",123184.69
2000,2,"Cementos","Rocas de aplicación",370141.62
2000,2,"Cinc","Metaliferos",1784260.32
2000,2,"Cobre","Metaliferos",30106274.53
2000,2,"Creta","No metaliferos",4055
2000,2,"Cuarzo","No metaliferos",21430.72
2000,2,"Demas minerales n.c.p","No metaliferos",23450.5
2000,2,"Demás piedras de talla o constucción","Rocas de aplicación",121513
2000,2,"Diatomita activada","No metaliferos",12913.8
2000,2,"Diatomitas","No metaliferos",5360.4
2000,2,"Dolomita","Rocas de aplicación",82659.2
2000,2,"Estaño","Metaliferos",17.36
2000,2,"Feldespato","No metaliferos",57725
2000,2,"Ferroaleaciones","Metaliferos",936465.52
2000,2,"Granito","Rocas de aplicación",384828.53
2000,2,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",12638.89
2000,2,"Litio","No metaliferos",2701222.24
2000,2,"Magnesio","No metaliferos",34075.14
2000,2,"Mica","No metaliferos",25527.66
2000,2,"Mármoles","Rocas de aplicación",224367.14
2000,2,"Níquel","Metaliferos",12165.1
2000,2,"Oro","Metaliferos",9490349.1
2000,2,"Oxidos de hierro","No metaliferos",29813
2000,2,"Perlita","Rocas de aplicación",44826
2000,2,"Piedra pómez","Rocas de aplicación",2900
2000,2,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",2535
2000,2,"Piedras talladas o aserradas","Rocas de aplicación",438331.71
2000,2,"Plomo","Metaliferos",83975.5
2000,2,"Sal","No metaliferos",63724.19
2000,2,"Sulfatos","No metaliferos",1690139.8
2000,2,"Talco","No metaliferos",3925.8
2000,2,"Uranio","Metaliferos",27690.82
2000,2,"Vermiculita","No metaliferos",5600
2000,2,"Volframio","Metaliferos",6715
2000,2,"Yesos","No metaliferos",93809.07
2000,3,"Abrasivos naturales","No metaliferos",5694.8
2000,3,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",174068.61
2000,3,"Aluminio","Metaliferos",751.2
2000,3,"Arcillas","No metaliferos",19242
2000,3,"Arcillas activadas","No metaliferos",13187.4
2000,3,"Arenas","No metaliferos",10008
2000,3,"Arenas de Circonio","No metaliferos",52.5
2000,3,"Asfaltita","No metaliferos",86112.09
2000,3,"Azufre","No metaliferos",74.53
2000,3,"Baritina","No metaliferos",20292
2000,3,"Bauxita","Metaliferos",4291
2000,3,"Bentonita","No metaliferos",350682.94
2000,3,"Bismuto","Metaliferos",765.31
2000,3,"Boratos","No metaliferos",2909851.8
2000,3,"Cales","Rocas de aplicación",383070.31
2000,3,"Caolín","No metaliferos",93263.91
2000,3,"Cementos","Rocas de aplicación",264759.62
2000,3,"Cinc","Metaliferos",678354.6
2000,3,"Cobre","Metaliferos",40293081.08
2000,3,"Creta","No metaliferos",27631.24
2000,3,"Cromo","Metaliferos",3425
2000,3,"Cuarzo","No metaliferos",15876.06
2000,3,"Demas minerales n.c.p","No metaliferos",12640
2000,3,"Demás piedras de talla o constucción","Rocas de aplicación",123626.84
2000,3,"Diatomitas","No metaliferos",6610
2000,3,"Dolomita","Rocas de aplicación",76220.34
2000,3,"Feldespato","No metaliferos",42293
2000,3,"Ferroaleaciones","Metaliferos",740092.38
2000,3,"Fluorita","No metaliferos",9632
2000,3,"Granito","Rocas de aplicación",258669.08
2000,3,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",80
2000,3,"Hierro","Metaliferos",1250
2000,3,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",600
2000,3,"Las demás manufacturas de las demás piedras","Rocas de aplicación",119.24
2000,3,"Litio","No metaliferos",400806
2000,3,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",4112
2000,3,"Magnesio","No metaliferos",14614
2000,3,"Mica","No metaliferos",40654.72
2000,3,"Mármoles","Rocas de aplicación",123269.61
2000,3,"Oro","Metaliferos",13119652.21
2000,3,"Oxidos de hierro","No metaliferos",23778.55
2000,3,"Perlita","Rocas de aplicación",30034
2000,3,"Piedra pómez","Rocas de aplicación",14352
2000,3,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",24780.6
2000,3,"Piedras talladas o aserradas","Rocas de aplicación",507477.4
2000,3,"Pizarra","Rocas de aplicación",1200
2000,3,"Plomo","Metaliferos",213228.33
2000,3,"Potasio","No metaliferos",6.3
2000,3,"Sal","No metaliferos",77481.69
2000,3,"Sulfatos","No metaliferos",1793586.59
2000,3,"Talco","No metaliferos",409.5
2000,3,"Uranio","Metaliferos",37102.68
2000,3,"Volframio","Metaliferos",25640
2000,3,"Yesos","No metaliferos",110584.81
2000,4,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",97590.98
2000,4,"Aluminio","Metaliferos",1560.2
2000,4,"Arcillas","No metaliferos",38177
2000,4,"Arcillas activadas","No metaliferos",5750
2000,4,"Arenas","No metaliferos",1074.09
2000,4,"Asfaltita","No metaliferos",10783.7
2000,4,"Baritina","No metaliferos",5460
2000,4,"Bentonita","No metaliferos",308334.6
