"ANYO","MES","GRUPO","SECTOR","FOB"
1994,1,"Amianto","No metaliferos",233
1994,1,"Arcillas","No metaliferos",35904
1994,1,"Arenas","No metaliferos",279
1994,1,"Asfaltita","No metaliferos",52099
1994,1,"Bentonita","No metaliferos",238734
1994,1,"Boratos","No metaliferos",482523
1994,1,"Cales","Rocas de aplicación",67091
1994,1,"Caliza","Rocas de aplicación",9836
1994,1,"Cementos","Rocas de aplicación",436360
1994,1,"Cinc","Metaliferos",45814
1994,1,"Cuarzo","No metaliferos",15125
1994,1,"Demas minerales n.c.p","No metaliferos",2070
1994,1,"Dolomita","Rocas de aplicación",18370
1994,1,"Feldespato","No metaliferos",31251
1994,1,"Ferroaleaciones","Metaliferos",499835
1994,1,"Fluorita","No metaliferos",5625
1994,1,"Grafito","No metaliferos",40
1994,1,"Granito","Rocas de aplicación",310288
1994,1,"Hierro","Metaliferos",30
1994,1,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",2899
1994,1,"Magnesio","No metaliferos",478
1994,1,"Mica","No metaliferos",1056
1994,1,"Mármoles","Rocas de aplicación",36240
1994,1,"Mármoles, travertinos y calizas","Rocas de aplicación",58556
1994,1,"Oro","Metaliferos",2520791
1994,1,"Oxidos de hierro","No metaliferos",65810
1994,1,"Piedra pómez","Rocas de aplicación",10178
1994,1,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",150791
1994,1,"Piedras talladas o aserradas","Rocas de aplicación",97236
1994,1,"Sal","No metaliferos",291989
1994,1,"Sulfatos","No metaliferos",282778
1994,1,"Talco","No metaliferos",4947
1994,1,"Turba","No metaliferos",2280
1994,1,"Vermiculita","No metaliferos",49381
1994,1,"Volframio","Metaliferos",10250
1994,1,"Yesos","No metaliferos",26105
1994,2,"Aluminio","Metaliferos",2280
1994,2,"Arcillas","No metaliferos",54854
1994,2,"Arcillas Dilatadas","Rocas de aplicación",405
1994,2,"Arenas","No metaliferos",4950
1994,2,"Asfaltita","No metaliferos",43564
1994,2,"Bentonita","No metaliferos",156093
1994,2,"Boratos","No metaliferos",586242
1994,2,"Cales","Rocas de aplicación",31978
1994,2,"Caliza","Rocas de aplicación",8308
1994,2,"Cementos","Rocas de aplicación",260668
1994,2,"Cuarzo","No metaliferos",1430
1994,2,"Demas minerales n.c.p","No metaliferos",38071
1994,2,"Dolomita","Rocas de aplicación",40805
1994,2,"Feldespato","No metaliferos",6519
1994,2,"Ferroaleaciones","Metaliferos",791983
1994,2,"Fluorita","No metaliferos",6750
1994,2,"Fosfatos","No metaliferos",25200
1994,2,"Granito","Rocas de aplicación",27559
1994,2,"Hullas","Combustibles",1050
1994,2,"Mica","No metaliferos",73
1994,2,"Mármoles","Rocas de aplicación",25890
1994,2,"Mármoles, travertinos y calizas","Rocas de aplicación",150662
1994,2,"Níquel","Metaliferos",70560
1994,2,"Oro","Metaliferos",2198224
1994,2,"Oxidos de hierro","No metaliferos",31675
1994,2,"Piedra pómez","Rocas de aplicación",18892
1994,2,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",37395
1994,2,"Piedras talladas o aserradas","Rocas de aplicación",5687
1994,2,"Sal","No metaliferos",136205
1994,2,"Sulfatos","No metaliferos",54540
1994,2,"Talco","No metaliferos",1860
1994,2,"Tierras Colorantes","No metaliferos",2410
1994,2,"Vermiculita","No metaliferos",55381
1994,2,"Yesos","No metaliferos",79983
1994,3,"Amianto","No metaliferos",3001
1994,3,"Arcillas","No metaliferos",135806
1994,3,"Arcillas Dilatadas","Rocas de aplicación",405
1994,3,"Arenas","No metaliferos",2330
1994,3,"Asfaltita","No metaliferos",30
1994,3,"Azufre","No metaliferos",1943
1994,3,"Bentonita","No metaliferos",355085
1994,3,"Boratos","No metaliferos",736695
1994,3,"Cadmio","Metaliferos",4908
1994,3,"Cales","Rocas de aplicación",165557
1994,3,"Cementos","Rocas de aplicación",659139
1994,3,"Cinc","Metaliferos",32486
1994,3,"Cuarzo","No metaliferos",36125
1994,3,"Demas minerales n.c.p","No metaliferos",10
1994,3,"Demás piedras de talla o constucción","Rocas de aplicación",22545
1994,3,"Dolomita","Rocas de aplicación",43673
1994,3,"Feldespato","No metaliferos",31970
1994,3,"Ferroaleaciones","Metaliferos",717418
1994,3,"Fluorita","No metaliferos",5625
1994,3,"Grafito","No metaliferos",464
1994,3,"Granito","Rocas de aplicación",224520
1994,3,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",9000
1994,3,"Hullas","Combustibles",9749
1994,3,"Mica","No metaliferos",6750
1994,3,"Mármoles","Rocas de aplicación",18073
1994,3,"Mármoles, travertinos y calizas","Rocas de aplicación",7920
1994,3,"Oro","Metaliferos",2376887
1994,3,"Oxidos de hierro","No metaliferos",63276
1994,3,"Piedra pómez","Rocas de aplicación",30709
1994,3,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",46560
1994,3,"Piedras talladas o aserradas","Rocas de aplicación",168308
1994,3,"Pizarra","Rocas de aplicación",565
1994,3,"Plata","Metaliferos",410
1994,3,"Plomo","Metaliferos",1069879
1994,3,"Potasio","No metaliferos",14
1994,3,"Sal","No metaliferos",150637
1994,3,"Sulfatos","No metaliferos",250946
1994,3,"Talco","No metaliferos",8495
1994,3,"Tierras Colorantes","No metaliferos",1365
1994,3,"Vermiculita","No metaliferos",33600
1994,3,"Yesos","No metaliferos",110199
1994,4,"Aluminio","Metaliferos",1900
1994,4,"Amianto","No metaliferos",1898
1994,4,"Arcillas","No metaliferos",5681
1994,4,"Arenas","No metaliferos",2227
1994,4,"Asfaltita","No metaliferos",25585
1994,4,"Azufre","No metaliferos",5000
1994,4,"Bentonita","No metaliferos",285460
1994,4,"Boratos","No metaliferos",828902
1994,4,"Cales","Rocas de aplicación",59021
1994,4,"Caliza","Rocas de aplicación",9485
1994,4,"Cantos rodados y Triturados pétreos","Rocas de aplicación",155
1994,4,"Cementos","Rocas de aplicación",491430
1994,4,"Cinc","Metaliferos",43202
1994,4,"Cromo","Metaliferos",113
1994,4,"Cuarzo","No metaliferos",17400
1994,4,"Demas minerales n.c.p","No metaliferos",3455
1994,4,"Demás piedras de talla o constucción","Rocas de aplicación",250325
1994,4,"Dolomita","Rocas de aplicación",6325
1994,4,"Feldespato","No metaliferos",5199
1994,4,"Ferroaleaciones","Metaliferos",702124
1994,4,"Fluorita","No metaliferos",10775
1994,4,"Granito","Rocas de aplicación",404074
1994,4,"Hullas","Combustibles",302
1994,4,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",1935
1994,4,"Mica","No metaliferos",844
1994,4,"Mármoles","Rocas de aplicación",51289
1994,4,"Mármoles, travertinos y calizas","Rocas de aplicación",10809
1994,4,"Oro","Metaliferos",309
1994,4,"Oxidos de hierro","No metaliferos",13007
1994,4,"Piedra pómez","Rocas de aplicación",7960
1994,4,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",54835
1994,4,"Piedras talladas o aserradas","Rocas de aplicación",456997
1994,4,"Pizarra","Rocas de aplicación",14584
1994,4,"Sal","No metaliferos",159229
1994,4,"Sulfatos","No metaliferos",163807
1994,4,"Talco","No metaliferos",180
1994,4,"Tierras Colorantes","No metaliferos",997
1994,4,"Vermiculita","No metaliferos",92654
1994,4,"Yesos","No metaliferos",13190
1994,5,"Arcillas","No metaliferos",69267
1994,5,"Arcillas Dilatadas","Rocas de aplicación",5350
1994,5,"Arenas","No metaliferos",923
1994,5,"Asfaltita","No metaliferos",48938
1994,5,"Azufre","No metaliferos",12249
1994,5,"Bentonita","No metaliferos",306414
1994,5,"Boratos","No metaliferos",1227870
1994,5,"Cales","Rocas de aplicación",113167
1994,5,"Cantos rodados y Triturados pétreos","Rocas de aplicación",200
1994,5,"Cementos","Rocas de aplicación",685748
1994,5,"Cinc","Metaliferos",22404
1994,5,"Cuarzo","No metaliferos",19333
1994,5,"Demas minerales n.c.p","No metaliferos",27165
1994,5,"Demás piedras de talla o constucción","Rocas de aplicación",307268
1994,5,"Dolomita","Rocas de aplicación",32480
1994,5,"Feldespato","No metaliferos",35338
1994,5,"Ferroaleaciones","Metaliferos",304424
1994,5,"Fluorita","No metaliferos",5150
1994,5,"Granito","Rocas de aplicación",92741
1994,5,"Hullas","Combustibles",10331
1994,5,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",6438
1994,5,"Magnesio","No metaliferos",139
1994,5,"Mármoles","Rocas de aplicación",26600
1994,5,"Mármoles, travertinos y calizas","Rocas de aplicación",7199
1994,5,"Oxidos de hierro","No metaliferos",35647
1994,5,"Piedra pómez","Rocas de aplicación",17225
1994,5,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",10299
1994,5,"Piedras talladas o aserradas","Rocas de aplicación",201951
1994,5,"Plomo","Metaliferos",19001
1994,5,"Potasio","No metaliferos",27
1994,5,"Sal","No metaliferos",316169
1994,5,"Sulfatos","No metaliferos",185596
1994,5,"Talco","No metaliferos",742
1994,5,"Vermiculita","No metaliferos",4381
1994,5,"Yesos","No metaliferos",108185
1994,6,"Arcillas","No metaliferos",29876
1994,6,"Arcillas Dilatadas","Rocas de aplicación",2300
1994,6,"Arenas","No metaliferos",1750
1994,6,"Asfaltita","No metaliferos",22261
1994,6,"Bentonita","No metaliferos",176912
1994,6,"Boratos","No metaliferos",932472
1994,6,"Cadmio","Metaliferos",28561
1994,6,"Cales","Rocas de aplicación",103335
1994,6,"Caliza","Rocas de aplicación",18125
1994,6,"Cementos","Rocas de aplicación",604800
1994,6,"Cenizas y residuos","Metaliferos",11521
1994,6,"Cinc","Metaliferos",75613
1994,6,"Cromo","Metaliferos",194
1994,6,"Cuarzo","No metaliferos",1539
1994,6,"Dolomita","Rocas de aplicación",10280
1994,6,"Feldespato","No metaliferos",19490
1994,6,"Ferroaleaciones","Metaliferos",903604
1994,6,"Fluorita","No metaliferos",5625
1994,6,"Granito","Rocas de aplicación",209893
1994,6,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",9451
1994,6,"Magnesio","No metaliferos",1142
1994,6,"Mármol travertino","Rocas de aplicación",42065
1994,6,"Mármoles","Rocas de aplicación",76386
1994,6,"Mármoles, travertinos y calizas","Rocas de aplicación",20969
1994,6,"Oxidos de hierro","No metaliferos",58132
1994,6,"Piedra pómez","Rocas de aplicación",37898
1994,6,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",88753
1994,6,"Piedras talladas o aserradas","Rocas de aplicación",45967
1994,6,"Pizarra","Rocas de aplicación",1616
1994,6,"Potasio","No metaliferos",32
1994,6,"Sal","No metaliferos",173993
1994,6,"Sulfatos","No metaliferos",203880
1994,6,"Talco","No metaliferos",70
1994,6,"Vermiculita","No metaliferos",5760
1994,6,"Yesos","No metaliferos",3814
1994,7,"Abrasivos naturales","No metaliferos",500
1994,7,"Arcillas","No metaliferos",54844
1994,7,"Arenas","No metaliferos",17834
1994,7,"Arenisca","Rocas de aplicación",100
1994,7,"Azufre","No metaliferos",8090
1994,7,"Bentonita","No metaliferos",721810
1994,7,"Boratos","No metaliferos",1711652
1994,7,"Cales","Rocas de aplicación",41081
1994,7,"Caliza","Rocas de aplicación",18060
1994,7,"Cementos","Rocas de aplicación",355090
1994,7,"Cinc","Metaliferos",126177
1994,7,"Cobalto","Metaliferos",2370
1994,7,"Cobre","Metaliferos",21187
1994,7,"Cuarzo","No metaliferos",6000
1994,7,"Demas minerales n.c.p","No metaliferos",300
1994,7,"Demás piedras de talla o constucción","Rocas de aplicación",146857
1994,7,"Dolomita","Rocas de aplicación",2375
1994,7,"Ferroaleaciones","Metaliferos",983701
1994,7,"Fluorita","No metaliferos",10775
1994,7,"Granito","Rocas de aplicación",25306
1994,7,"Hullas","Combustibles",19985
1994,7,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",10492
1994,7,"Mármoles","Rocas de aplicación",28328
1994,7,"Mármoles, travertinos y calizas","Rocas de aplicación",129351
1994,7,"Níquel","Metaliferos",60480
1994,7,"Oxidos de hierro","No metaliferos",83010
1994,7,"Piedra pómez","Rocas de aplicación",25790
1994,7,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",62873
1994,7,"Piedras talladas o aserradas","Rocas de aplicación",274984
1994,7,"Sal","No metaliferos",201322
1994,7,"Sulfatos","No metaliferos",125678
1994,7,"Talco","No metaliferos",2979
1994,7,"Vermiculita","No metaliferos",31482
1994,7,"Yesos","No metaliferos",144072
1994,8,"Abrasivos naturales","No metaliferos",10248
1994,8,"Aluminio","Metaliferos",1140
1994,8,"Arcillas","No metaliferos",26975
1994,8,"Arenas","No metaliferos",4500
1994,8,"Asfaltita","No metaliferos",203871
1994,8,"Azufre","No metaliferos",7320
1994,8,"Bentonita","No metaliferos",509985
1994,8,"Boratos","No metaliferos",930132
1994,8,"Cales","Rocas de aplicación",20776
1994,8,"Caliza","Rocas de aplicación",9030
1994,8,"Cementos","Rocas de aplicación",340239
1994,8,"Cinc","Metaliferos",287147
1994,8,"Cobalto","Metaliferos",7950
1994,8,"Cobre","Metaliferos",1194000
1994,8,"Cuarzo","No metaliferos",1013
1994,8,"Demas minerales n.c.p","No metaliferos",40461
1994,8,"Diatomitas","No metaliferos",1379
1994,8,"Dolomita","Rocas de aplicación",36479
1994,8,"Feldespato","No metaliferos",49200
1994,8,"Ferroaleaciones","Metaliferos",741800
1994,8,"Fluorita","No metaliferos",5625
1994,8,"Granito","Rocas de aplicación",123634
1994,8,"Hullas","Combustibles",9748
1994,8,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",588
1994,8,"Magnesio","No metaliferos",45
1994,8,"Mármoles","Rocas de aplicación",30528
1994,8,"Mármoles, travertinos y calizas","Rocas de aplicación",51507
1994,8,"Oxidos de hierro","No metaliferos",300
1994,8,"Piedra pómez","Rocas de aplicación",41356
1994,8,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",7697
1994,8,"Piedras talladas o aserradas","Rocas de aplicación",26258
1994,8,"Pizarra","Rocas de aplicación",19858
1994,8,"Sal","No metaliferos",153757
1994,8,"Sulfatos","No metaliferos",207694
1994,8,"Talco","No metaliferos",5540
1994,8,"Tierras Colorantes","No metaliferos",1548
1994,8,"Vermiculita","No metaliferos",24311
1994,8,"Yesos","No metaliferos",27125
1994,9,"Abrasivos naturales","No metaliferos",1041
1994,9,"Arcillas","No metaliferos",38244
1994,9,"Arenas","No metaliferos",19859
1994,9,"Asfaltita","No metaliferos",83185
1994,9,"Bentonita","No metaliferos",287248
1994,9,"Boratos","No metaliferos",1217427
1994,9,"Cadmio","Metaliferos",31264
1994,9,"Cales","Rocas de aplicación",57303
1994,9,"Caliza","Rocas de aplicación",20515
1994,9,"Cementos","Rocas de aplicación",239795
1994,9,"Cinc","Metaliferos",313475
1994,9,"Cobre","Metaliferos",216361
1994,9,"Cromo","Metaliferos",118
1994,9,"Cuarzo","No metaliferos",12
1994,9,"Demas minerales n.c.p","No metaliferos",44585
1994,9,"Dolomita","Rocas de aplicación",4750
1994,9,"Feldespato","No metaliferos",3886
1994,9,"Ferroaleaciones","Metaliferos",3395721
1994,9,"Fluorita","No metaliferos",17070
1994,9,"Granito","Rocas de aplicación",97401
1994,9,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",7752
1994,9,"Magnesio","No metaliferos",3213
1994,9,"Mármol travertino","Rocas de aplicación",9
1994,9,"Mármoles","Rocas de aplicación",37952
1994,9,"Oro","Metaliferos",1625
1994,9,"Oxidos de hierro","No metaliferos",50413
1994,9,"Piedra pómez","Rocas de aplicación",20445
1994,9,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",82070
1994,9,"Piedras talladas o aserradas","Rocas de aplicación",5379
1994,9,"Pizarra","Rocas de aplicación",13353
1994,9,"Sal","No metaliferos",312150
1994,9,"Sulfatos","No metaliferos",217215
1994,9,"Talco","No metaliferos",2783
1994,9,"Vermiculita","No metaliferos",26992
1994,9,"Yesos","No metaliferos",81094
1994,10,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",252
1994,10,"Aluminio","Metaliferos",15
1994,10,"Arcillas","No metaliferos",14371
1994,10,"Arcillas Dilatadas","Rocas de aplicación",7288
1994,10,"Arenas","No metaliferos",10424
1994,10,"Arenisca","Rocas de aplicación",13
1994,10,"Asfaltita","No metaliferos",55679
1994,10,"Azufre","No metaliferos",21767
1994,10,"Bentonita","No metaliferos",430917
1994,10,"Boratos","No metaliferos",1222108
1994,10,"Cales","Rocas de aplicación",83587
1994,10,"Cementos","Rocas de aplicación",292847
1994,10,"Cinc","Metaliferos",268747
1994,10,"Cobalto","Metaliferos",1163
1994,10,"Cobre","Metaliferos",1506802
1994,10,"Cuarzo","No metaliferos",200
1994,10,"Demas minerales n.c.p","No metaliferos",529
1994,10,"Demás piedras de talla o constucción","Rocas de aplicación",72519
1994,10,"Diatomitas","No metaliferos",1329
1994,10,"Dolomita","Rocas de aplicación",7900
1994,10,"Feldespato","No metaliferos",32776
1994,10,"Ferroaleaciones","Metaliferos",762101
1994,10,"Granito","Rocas de aplicación",80248
1994,10,"Mica","No metaliferos",5700
1994,10,"Mármol travertino","Rocas de aplicación",2500
1994,10,"Mármoles","Rocas de aplicación",17177
1994,10,"Oxidos de hierro","No metaliferos",15218
1994,10,"Piedra pómez","Rocas de aplicación",32544
1994,10,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",108879
1994,10,"Piedras talladas o aserradas","Rocas de aplicación",252333
1994,10,"Pizarra","Rocas de aplicación",6960
1994,10,"Plomo","Metaliferos",1343713
1994,10,"Sal","No metaliferos",232761
1994,10,"Sulfatos","No metaliferos",48351
1994,10,"Talco","No metaliferos",4036
1994,10,"Tierras Colorantes","No metaliferos",417
1994,10,"Vermiculita","No metaliferos",22400
1994,10,"Yesos","No metaliferos",89462
1994,11,"Abrasivos naturales","No metaliferos",7776
1994,11,"Aluminio","Metaliferos",1140
1994,11,"Amianto","No metaliferos",600
1994,11,"Arcillas","No metaliferos",66259
1994,11,"Arenas","No metaliferos",48432
1994,11,"Asfaltita","No metaliferos",65786
1994,11,"Azufre","No metaliferos",19115
1994,11,"Bentonita","No metaliferos",330339
1994,11,"Boratos","No metaliferos",1423201
1994,11,"Cadmio","Metaliferos",750
1994,11,"Cales","Rocas de aplicación",49903
1994,11,"Caliza","Rocas de aplicación",1375
1994,11,"Cementos","Rocas de aplicación",343815
1994,11,"Cobalto","Metaliferos",14286
1994,11,"Cobre","Metaliferos",650983
1994,11,"Cuarcita","Rocas de aplicación",1500
1994,11,"Cuarzo","No metaliferos",4398
1994,11,"Demas minerales n.c.p","No metaliferos",24640
1994,11,"Dolomita","Rocas de aplicación",3950
1994,11,"Feldespato","No metaliferos",20700
1994,11,"Ferroaleaciones","Metaliferos",577522
1994,11,"Fluorita","No metaliferos",5150
1994,11,"Granito","Rocas de aplicación",114640
1994,11,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",9000
1994,11,"Hullas","Combustibles",1989
1994,11,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",11696
1994,11,"Losetas, cubos, dados y artículos similares, incluso en forma distinta a la cuadrada o rectangular","Rocas de aplicación",120
1994,11,"Mármol travertino","Rocas de aplicación",5040
1994,11,"Mármoles","Rocas de aplicación",45832
1994,11,"Mármoles, travertinos y calizas","Rocas de aplicación",121473
1994,11,"Oxidos de hierro","No metaliferos",40681
1994,11,"Piedra pómez","Rocas de aplicación",33364
1994,11,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",52194
1994,11,"Pizarra","Rocas de aplicación",14499
1994,11,"Sal","No metaliferos",187890
1994,11,"Sulfatos","No metaliferos",124799
1994,11,"Talco","No metaliferos",5754
1994,11,"Turba","No metaliferos",3720
1994,11,"Vermiculita","No metaliferos",16668
1994,11,"Volframio","Metaliferos",7404
1994,11,"Yesos","No metaliferos",67596
1994,12,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",2257
1994,12,"Arcillas","No metaliferos",459
1994,12,"Arcillas Dilatadas","Rocas de aplicación",910
1994,12,"Arcillas activadas","No metaliferos",2413
1994,12,"Arenas","No metaliferos",30319
1994,12,"Asfaltita","No metaliferos",24117
1994,12,"Bentonita","No metaliferos",411646
1994,12,"Boratos","No metaliferos",1316941
1994,12,"Cales","Rocas de aplicación",89337
1994,12,"Caliza","Rocas de aplicación",19109
1994,12,"Cementos","Rocas de aplicación",560120
1994,12,"Cinc","Metaliferos",62443
1994,12,"Cobalto","Metaliferos",7060
1994,12,"Cobre","Metaliferos",45895
1994,12,"Cuarzo","No metaliferos",5785
1994,12,"Demas minerales n.c.p","No metaliferos",36150
1994,12,"Demás piedras de talla o constucción","Rocas de aplicación",75832
1994,12,"Diatomitas","No metaliferos",3125
1994,12,"Dolomita","Rocas de aplicación",18231
1994,12,"Feldespato","No metaliferos",45127
1994,12,"Ferroaleaciones","Metaliferos",907495
1994,12,"Fluorita","No metaliferos",12775
1994,12,"Grafito","No metaliferos",3136
1994,12,"Granito","Rocas de aplicación",109244
1994,12,"Granulos,tasquiles y polvo de mármol y arenisca","Rocas de aplicación",69
1994,12,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",780
1994,12,"Mármoles","Rocas de aplicación",16727
1994,12,"Mármoles, travertinos y calizas","Rocas de aplicación",15196
1994,12,"Oxidos de hierro","No metaliferos",94100
1994,12,"Piedra pómez","Rocas de aplicación",17383
1994,12,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",134424
1994,12,"Piedras talladas o aserradas","Rocas de aplicación",104350
1994,12,"Pizarra","Rocas de aplicación",10853
1994,12,"Plomo","Metaliferos",999280
1994,12,"Sal","No metaliferos",315527
1994,12,"Sulfatos","No metaliferos",119471
1994,12,"Talco","No metaliferos",5449
1994,12,"Tierras Colorantes","No metaliferos",2149
1994,12,"Turba","No metaliferos",49075
1994,12,"Vermiculita","No metaliferos",38166
1994,12,"Volframio","Metaliferos",7404
1994,12,"Yesos","No metaliferos",56607
1995,1,"Aluminio","Metaliferos",1140
1995,1,"Amianto","No metaliferos",24
1995,1,"Arcillas","No metaliferos",46613
1995,1,"Arcillas Dilatadas","Rocas de aplicación",2986
1995,1,"Arenas","No metaliferos",2800
1995,1,"Asfaltita","No metaliferos",45
1995,1,"Azufre","No metaliferos",19835
1995,1,"Bentonita","No metaliferos",283696
1995,1,"Boratos","No metaliferos",1373041
1995,1,"Cales","Rocas de aplicación",51612
1995,1,"Caliza","Rocas de aplicación",26208
1995,1,"Caolín","No metaliferos",12173
1995,1,"Cementos","Rocas de aplicación",469975
1995,1,"Cinc","Metaliferos",934829
1995,1,"Cobre","Metaliferos",61575
1995,1,"Cuarzo","No metaliferos",4119
1995,1,"Demas minerales n.c.p","No metaliferos",7060
1995,1,"Dolomita","Rocas de aplicación",24395
1995,1,"Feldespato","No metaliferos",5285
1995,1,"Ferroaleaciones","Metaliferos",2394466
1995,1,"Granito","Rocas de aplicación",339470
1995,1,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",5070
1995,1,"Las demás manufacturas de las demás piedras","Rocas de aplicación",1740
1995,1,"Mármoles","Rocas de aplicación",53126
1995,1,"Mármoles, travertinos y calizas","Rocas de aplicación",1023
1995,1,"Níquel","Metaliferos",54658
1995,1,"Oxidos de hierro","No metaliferos",30896
1995,1,"Perlita","Rocas de aplicación",20620
1995,1,"Piedra pómez","Rocas de aplicación",10761
1995,1,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",133307
1995,1,"Pizarra","Rocas de aplicación",14385
1995,1,"Sal","No metaliferos",274476
1995,1,"Sulfatos","No metaliferos",50360
1995,1,"Talco","No metaliferos",188
1995,1,"Vermiculita","No metaliferos",11520
1995,1,"Yesos","No metaliferos",113147
1995,2,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",10343
1995,2,"Aluminio","Metaliferos",960
1995,2,"Arenas","No metaliferos",2180
1995,2,"Asfaltita","No metaliferos",4100
1995,2,"Bentonita","No metaliferos",379444
1995,2,"Boratos","No metaliferos",1530091
1995,2,"Cales","Rocas de aplicación",60334
1995,2,"Caliza","Rocas de aplicación",9030
1995,2,"Caolín","No metaliferos",4100
1995,2,"Cementos","Rocas de aplicación",526858
1995,2,"Cinc","Metaliferos",364498
1995,2,"Cobre","Metaliferos",51458
1995,2,"Cuarzo","No metaliferos",7420
1995,2,"Demas minerales n.c.p","No metaliferos",44205
1995,2,"Demás piedras de talla o constucción","Rocas de aplicación",97582
1995,2,"Dolomita","Rocas de aplicación",17550
1995,2,"Ferroaleaciones","Metaliferos",772145
1995,2,"Fluorita","No metaliferos",2984
1995,2,"Granito","Rocas de aplicación",231062
1995,2,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",6379
1995,2,"Mármol travertino","Rocas de aplicación",33
1995,2,"Mármoles","Rocas de aplicación",25065
1995,2,"Oro","Metaliferos",1778
1995,2,"Oxidos de hierro","No metaliferos",76716
1995,2,"Perlita","Rocas de aplicación",5000
1995,2,"Piedra pómez","Rocas de aplicación",10040
1995,2,"Piedras talladas o aserradas","Rocas de aplicación",369317
1995,2,"Pizarra","Rocas de aplicación",438
1995,2,"Plomo","Metaliferos",16600
1995,2,"Potasio","No metaliferos",7488
1995,2,"Sal","No metaliferos",127926
1995,2,"Sulfatos","No metaliferos",163500
1995,2,"Talco","No metaliferos",3186
1995,2,"Volframio","Metaliferos",7455
1995,2,"Yesos","No metaliferos",58550
1995,3,"Abrasivos naturales","No metaliferos",320
1995,3,"Adoquines, encintados y losas para pavimentos, de piedra natural (excepto la pizarra)","Rocas de aplicación",17912
1995,3,"Aluminio","Metaliferos",1200
1995,3,"Amianto","No metaliferos",900
1995,3,"Arcillas","No metaliferos",60
1995,3,"Arcillas Dilatadas","Rocas de aplicación",5335
1995,3,"Asfaltita","No metaliferos",143798
1995,3,"Azufre","No metaliferos",13878
1995,3,"Bentonita","No metaliferos",363402
1995,3,"Boratos","No metaliferos",2382872
1995,3,"Cales","Rocas de aplicación",53901
1995,3,"Caliza","Rocas de aplicación",9030
1995,3,"Caolín","No metaliferos",69816
1995,3,"Cementos","Rocas de aplicación",529974
1995,3,"Cinc","Metaliferos",811248
1995,3,"Cobalto","Metaliferos",9964
1995,3,"Cobre","Metaliferos",4841
1995,3,"Cuarzo","No metaliferos",3430
1995,3,"Demas minerales n.c.p","No metaliferos",43320
1995,3,"Diatomitas","No metaliferos",1640
1995,3,"Dolomita","Rocas de aplicación",7900
1995,3,"Feldespato","No metaliferos",22425
1995,3,"Ferroaleaciones","Metaliferos",1177345
1995,3,"Fluorita","No metaliferos",11646
1995,3,"Granito","Rocas de aplicación",234653
1995,3,"Hullas","Combustibles",3536
1995,3,"Lanas de escoria de rocas y lanas de minerales","Rocas de aplicación",233424
1995,3,"Manganeso","Metaliferos",4650
1995,3,"Mica","No metaliferos",15190
1995,3,"Mármoles","Rocas de aplicación",15571
1995,3,"Oxidos de hierro","No metaliferos",50812
1995,3,"Perlita","Rocas de aplicación",26208
1995,3,"Piedra pómez","Rocas de aplicación",24360
1995,3,"Piedras preciosas o semipreciosas","Piedras preciosas y/o semipreciosas",43685
1995,3,"Piedras talladas o aserradas","Rocas de aplicación",217457
1995,3,"Pizarra","Rocas de aplicación",12312
1995,3,"Potasio","No metaliferos",66
1995,3,"Sal","No metaliferos",225521
1995,3,"Sulfatos","No metaliferos",145950
1995,3,"Talco","No metaliferos",6997
1995,3,"Turba","No metaliferos",1995
1995,3,"Volframio","Metaliferos",7455
1995,3,"Yesos","No metaliferos",103664
